Date Time,T (degC)
2009-01-17 07:50:00,-1.28
2009-01-17 08:00:00,-1.24
2009-01-17 08:10:00,-1.24
2009-01-17 08:20:00,-1.19
2009-01-17 08:30:00,-1.17
2009-01-17 08:40:00,-1.17
2009-01-17 08:50:00,-1.13
2009-01-17 09:00:00,-1.06
2009-01-17 09:10:00,-1.02
2009-01-17 09:20:00,-0.95
2009-01-17 09:30:00,-0.83
2009-01-17 09:40:00,-0.71
2009-01-17 09:50:00,-0.59
2009-01-17 10:00:00,-0.49
2009-01-17 10:10:00,-0.4
2009-01-17 10:20:00,-0.22
2009-01-17 10:30:00,0.23
2009-01-17 10:40:00,0.33
2009-01-17 10:50:00,0.3
2009-01-17 11:00:00,0.21
2009-01-17 11:10:00,0.16
2009-01-17 11:20:00,0.22
2009-01-17 11:30:00,0.28
2009-01-17 11:40:00,0.41
2009-01-17 11:50:00,0.59
2009-01-17 12:00:00,0.7
2009-01-17 12:10:00,0.8
2009-01-17 12:20:00,0.92
2009-01-17 12:30:00,1.1
2009-01-17 12:40:00,1.23
2009-01-17 12:50:00,1.26
2009-01-17 13:00:00,1.34
2009-01-17 13:10:00,1.24
2009-01-17 13:20:00,1.28
2009-01-17 13:30:00,1.53
2009-01-17 13:40:00,1.73
2009-01-17 13:50:00,1.79
2009-01-17 14:00:00,1.77
2009-01-17 14:10:00,1.76
2009-01-17 14:20:00,1.68
2009-01-17 14:30:00,1.74
2009-01-17 14:40:00,1.83
2009-01-17 14:50:00,1.95
2009-01-17 15:00:00,2.11
2009-01-17 15:10:00,2.17
2009-01-17 15:20:00,2.15
2009-01-17 15:30:00,2.11
2009-01-17 15:40:00,2.11
2009-01-17 15:50:00,2.1
2009-01-17 16:00:00,2.07
2009-01-17 16:10:00,2.1
2009-01-17 16:20:00,2.04
2009-01-17 16:30:00,1.95
2009-01-17 16:40:00,1.86
2009-01-17 16:50:00,1.79
2009-01-17 17:00:00,1.76
2009-01-17 17:10:00,1.73
2009-01-17 17:20:00,1.7
2009-01-17 17:30:00,1.7
2009-01-17 17:40:00,1.7
2009-01-17 17:50:00,1.68
2009-01-17 18:00:00,1.7
2009-01-17 18:10:00,1.74
2009-01-17 18:20:00,1.74
2009-01-17 18:30:00,1.59
2009-01-17 18:40:00,1.45
2009-01-17 18:50:00,1.4
2009-01-17 19:00:00,1.37
2009-01-17 19:10:00,1.39
2009-01-17 19:20:00,1.26
2009-01-17 19:30:00,1.1
2009-01-17 19:40:00,1.15
2009-01-17 19:50:00,1.15
2009-01-17 20:00:00,1.09
2009-01-17 20:10:00,1.16
2009-01-17 20:20:00,1.23
2009-01-17 20:30:00,1.09
2009-01-17 20:40:00,1.11
2009-01-17 20:50:00,1.08
2009-01-17 21:00:00,1.05
2009-01-17 21:10:00,1.1
2009-01-17 21:20:00,1.18
2009-01-17 21:30:00,1.29
2009-01-17 21:40:00,1.28
2009-01-17 21:50:00,1.43
2009-01-17 22:00:00,1.67
2009-01-17 22:10:00,1.69
2009-01-17 22:20:00,1.75
2009-01-17 22:30:00,2.24
2009-01-17 22:40:00,2.7
2009-01-17 22:50:00,2.74
2009-01-17 23:00:00,2.55
2009-01-17 23:10:00,2.33
2009-01-17 23:20:00,2.23
2009-01-17 23:30:00,2.14
2009-01-17 23:40:00,1.99
2009-01-17 23:50:00,1.97
2009-01-18 00:00:00,1.94
2009-01-18 00:10:00,1.91
2009-01-18 00:20:00,1.85
2009-01-18 00:30:00,1.81
2009-01-18 00:40:00,1.84
2009-01-18 00:50:00,1.9
2009-01-18 01:00:00,1.84
2009-01-18 01:10:00,1.82
2009-01-18 01:20:00,1.82
2009-01-18 01:30:00,1.79
2009-01-18 01:40:00,1.47
2009-01-18 01:50:00,1.43
2009-01-18 02:00:00,1.65
2009-01-18 02:10:00,1.74
2009-01-18 02:20:00,1.49
2009-01-18 02:30:00,1.29
2009-01-18 02:40:00,1.35
2009-01-18 02:50:00,1.39
2009-01-18 03:00:00,1.3
2009-01-18 03:10:00,1.2
2009-01-18 03:20:00,1.32
2009-01-18 03:30:00,1.4
2009-01-18 03:40:00,1.36
2009-01-18 03:50:00,1.13
2009-01-18 04:00:00,0.98
2009-01-18 04:10:00,0.8
2009-01-18 04:20:00,0.63
2009-01-18 04:30:00,0.66
2009-01-18 04:40:00,0.58
2009-01-18 04:50:00,0.38
2009-01-18 05:00:00,0.24
2009-01-18 05:10:00,-0.05
2009-01-18 05:20:00,-0.4
2009-01-18 05:30:00,-0.34
2009-01-18 05:40:00,-0.19
2009-01-18 05:50:00,-0.09
2009-01-18 06:00:00,0.04
2009-01-18 06:10:00,0.18
2009-01-18 06:20:00,0.32
2009-01-18 06:30:00,0.16
2009-01-18 06:40:00,0.07
2009-01-18 06:50:00,0.05
2009-01-18 07:00:00,0.14
2009-01-18 07:10:00,0.26
2009-01-18 07:20:00,0.67
2009-01-18 07:30:00,0.99
2009-01-18 07:40:00,1.22
2009-01-18 07:50:00,1.42
2009-01-18 08:00:00,1.56
2009-01-18 08:10:00,1.61
2009-01-18 08:20:00,1.58
2009-01-18 08:30:00,1.53
2009-01-18 08:40:00,1.62
2009-01-18 08:50:00,1.77
2009-01-18 09:00:00,1.84
2009-01-18 09:10:00,2.09
2009-01-18 09:20:00,2.38
2009-01-18 09:30:00,2.5
2009-01-18 09:40:00,2.66
2009-01-18 09:50:00,2.82
2009-01-18 10:00:00,2.82
2009-01-18 10:10:00,2.77
2009-01-18 10:20:00,2.82
2009-01-18 10:30:00,2.83
2009-01-18 10:40:00,2.94
2009-01-18 10:50:00,3.41
2009-01-18 11:00:00,3.6
2009-01-18 11:10:00,3.73
2009-01-18 11:20:00,4.07
2009-01-18 11:30:00,4.47
2009-01-18 11:40:00,4.82
2009-01-18 11:50:00,4.87
2009-01-18 12:00:00,5.05
2009-01-18 12:10:00,5.31
2009-01-18 12:20:00,5.26
2009-01-18 12:30:00,4.92
2009-01-18 12:40:00,4.83
2009-01-18 12:50:00,4.78
2009-01-18 13:00:00,4.68
2009-01-18 13:10:00,4.7
2009-01-18 13:20:00,4.82
2009-01-18 13:30:00,4.63
2009-01-18 13:40:00,4.39
2009-01-18 13:50:00,4.24
2009-01-18 14:00:00,4.01
2009-01-18 14:10:00,3.85
2009-01-18 14:20:00,3.83
2009-01-18 14:30:00,3.84
2009-01-18 14:40:00,3.85
2009-01-18 14:50:00,3.8
2009-01-18 15:00:00,3.72
2009-01-18 15:10:00,3.58
2009-01-18 15:20:00,3.43
2009-01-18 15:30:00,3.28
2009-01-18 15:40:00,3.12
2009-01-18 15:50:00,3.01
2009-01-18 16:00:00,2.95
2009-01-18 16:10:00,2.89
2009-01-18 16:20:00,2.87
2009-01-18 16:30:00,2.88
2009-01-18 16:40:00,2.93
2009-01-18 16:50:00,2.88
2009-01-18 17:00:00,2.82
2009-01-18 17:10:00,2.83
2009-01-18 17:20:00,2.93
2009-01-18 17:30:00,3.05
2009-01-18 17:40:00,3.13
2009-01-18 17:50:00,3.17
2009-01-18 18:00:00,3.07
2009-01-18 18:10:00,2.96
2009-01-18 18:20:00,2.9
2009-01-18 18:30:00,3.16
2009-01-18 18:40:00,3.37
2009-01-18 18:50:00,3.53
2009-01-18 19:00:00,3.63
2009-01-18 19:10:00,3.65
2009-01-18 19:20:00,3.7
2009-01-18 19:30:00,3.7
2009-01-18 19:40:00,3.72
2009-01-18 19:50:00,3.59
2009-01-18 20:00:00,3.47
2009-01-18 20:10:00,3.5
2009-01-18 20:20:00,3.5
2009-01-18 20:30:00,3.5
2009-01-18 20:40:00,3.44
2009-01-18 20:50:00,3.39
2009-01-18 21:00:00,3.3
2009-01-18 21:10:00,3.24
2009-01-18 21:20:00,3.23
2009-01-18 21:30:00,3.24
2009-01-18 21:40:00,3.26
2009-01-18 21:50:00,3.22
2009-01-18 22:00:00,3.17
2009-01-18 22:10:00,3.13
2009-01-18 22:20:00,3.2
2009-01-18 22:30:00,3.19
2009-01-18 22:40:00,3.23
2009-01-18 22:50:00,3.23
2009-01-18 23:00:00,3.23
2009-01-18 23:10:00,3.23
2009-01-18 23:20:00,3.18
2009-01-18 23:30:00,3.04
2009-01-18 23:40:00,2.92
2009-01-18 23:50:00,2.9
2009-01-19 00:00:00,2.89
2009-01-19 00:10:00,2.73
2009-01-19 00:20:00,2.51
2009-01-19 00:30:00,2.41
2009-01-19 00:40:00,2.31
2009-01-19 00:50:00,2.16
2009-01-19 01:00:00,1.96
2009-01-19 01:10:00,1.78
2009-01-19 01:20:00,1.57
2009-01-19 01:30:00,1.53
2009-01-19 01:40:00,1.62
2009-01-19 01:50:00,1.55
2009-01-19 02:00:00,1.17
2009-01-19 02:10:00,1.03
2009-01-19 02:20:00,1.03
2009-01-19 02:30:00,1.08
2009-01-19 02:40:00,1.26
2009-01-19 02:50:00,1.1
2009-01-19 03:00:00,0.89
2009-01-19 03:10:00,0.86
2009-01-19 03:20:00,0.88
2009-01-19 03:30:00,1.15
2009-01-19 03:40:00,1.28
2009-01-19 03:50:00,1.39
2009-01-19 04:00:00,1.27
2009-01-19 04:10:00,1.02
2009-01-19 04:20:00,0.78
2009-01-19 04:30:00,0.67
2009-01-19 04:40:00,0.67
2009-01-19 04:50:00,0.79
2009-01-19 05:00:00,0.86
2009-01-19 05:10:00,0.87
2009-01-19 05:20:00,0.85
2009-01-19 05:30:00,1.3
2009-01-19 05:40:00,1.66
2009-01-19 05:50:00,1.67
2009-01-19 06:00:00,1.52
2009-01-19 06:10:00,1.5
2009-01-19 06:20:00,1.42
2009-01-19 06:30:00,1.42
2009-01-19 06:40:00,1.33
2009-01-19 06:50:00,1.27
2009-01-19 07:00:00,1.22
2009-01-19 07:10:00,1.27
2009-01-19 07:20:00,1.13
2009-01-19 07:30:00,1.14
2009-01-19 07:40:00,1.03
2009-01-19 07:50:00,0.82
2009-01-19 08:00:00,0.84
2009-01-19 08:10:00,0.79
2009-01-19 08:20:00,0.41
2009-01-19 08:30:00,0.24
2009-01-19 08:40:00,0.14
2009-01-19 08:50:00,0.58
2009-01-19 09:00:00,0.91
2009-01-19 09:10:00,0.74
2009-01-19 09:20:00,0.69
2009-01-19 09:30:00,0.72
2009-01-19 09:40:00,0.38
2009-01-19 09:50:00,0.44
2009-01-19 10:00:00,0.75
2009-01-19 10:10:00,1.22
2009-01-19 10:20:00,1.46
2009-01-19 10:30:00,1.73
2009-01-19 10:40:00,1.76
2009-01-19 10:50:00,1.91
2009-01-19 11:00:00,2.12
2009-01-19 11:10:00,2.3
2009-01-19 11:20:00,2.47
2009-01-19 11:30:00,2.57
2009-01-19 11:40:00,2.75
2009-01-19 11:50:00,2.96
2009-01-19 12:00:00,3.12
2009-01-19 12:10:00,3.22
2009-01-19 12:20:00,3.27
2009-01-19 12:30:00,3.34
2009-01-19 12:40:00,3.38
2009-01-19 12:50:00,3.49
2009-01-19 13:00:00,3.65
2009-01-19 13:10:00,3.69
2009-01-19 13:20:00,3.66
2009-01-19 13:30:00,3.6
2009-01-19 13:40:00,3.42
2009-01-19 13:50:00,3.42
2009-01-19 14:00:00,3.62
2009-01-19 14:10:00,3.92
2009-01-19 14:20:00,3.96
2009-01-19 14:30:00,3.58
2009-01-19 14:40:00,3.48
2009-01-19 14:50:00,3.5
2009-01-19 15:00:00,3.43
2009-01-19 15:10:00,3.43
2009-01-19 15:20:00,3.46
2009-01-19 15:30:00,3.36
2009-01-19 15:40:00,3.3
2009-01-19 15:50:00,3.31
2009-01-19 16:00:00,3.41
2009-01-19 16:10:00,3.58
2009-01-19 16:20:00,3.63
2009-01-19 16:30:00,3.64
2009-01-19 16:40:00,3.66
2009-01-19 16:50:00,3.64
2009-01-19 17:00:00,3.59
2009-01-19 17:10:00,3.63
2009-01-19 17:20:00,3.62
2009-01-19 17:30:00,3.57
2009-01-19 17:40:00,3.57
2009-01-19 17:50:00,3.62
2009-01-19 18:00:00,3.63
2009-01-19 18:10:00,3.63
2009-01-19 18:20:00,3.67
2009-01-19 18:30:00,3.7
2009-01-19 18:40:00,3.78
2009-01-19 18:50:00,3.89
2009-01-19 19:00:00,3.9
2009-01-19 19:10:00,3.9
2009-01-19 19:20:00,3.82
2009-01-19 19:30:00,3.77
2009-01-19 19:40:00,3.84
2009-01-19 19:50:00,3.87
2009-01-19 20:00:00,3.7
2009-01-19 20:10:00,3.53
2009-01-19 20:20:00,3.5
2009-01-19 20:30:00,3.57
2009-01-19 20:40:00,3.63
2009-01-19 20:50:00,3.76
2009-01-19 21:00:00,4.01
2009-01-19 21:10:00,4.17
2009-01-19 21:20:00,4.11
2009-01-19 21:30:00,4.04
2009-01-19 21:40:00,4.11
2009-01-19 21:50:00,4.27
2009-01-19 22:00:00,4.27
2009-01-19 22:10:00,4.18
2009-01-19 22:20:00,4.12
2009-01-19 22:30:00,4.04
2009-01-19 22:40:00,4.02
2009-01-19 22:50:00,3.92
2009-01-19 23:00:00,3.9
2009-01-19 23:10:00,3.88
2009-01-19 23:20:00,3.88
2009-01-19 23:30:00,4.17
2009-01-19 23:40:00,4.13
2009-01-19 23:50:00,3.99
2009-01-20 00:00:00,4.08
2009-01-20 00:10:00,4.36
2009-01-20 00:20:00,4.29
2009-01-20 00:30:00,4.17
2009-01-20 00:40:00,4.24
2009-01-20 00:50:00,4.35
2009-01-20 01:00:00,4.47
2009-01-20 01:10:00,4.48
2009-01-20 01:20:00,4.34
2009-01-20 01:30:00,4.51
2009-01-20 01:40:00,4.77
2009-01-20 01:50:00,4.93
2009-01-20 02:00:00,5.07
2009-01-20 02:10:00,5.56
2009-01-20 02:20:00,5.96
2009-01-20 02:30:00,6.33
2009-01-20 02:40:00,6.47
2009-01-20 02:50:00,6.58
2009-01-20 03:00:00,6.68
2009-01-20 03:10:00,6.8
2009-01-20 03:20:00,6.67
2009-01-20 03:30:00,6.49
2009-01-20 03:40:00,6.34
2009-01-20 03:50:00,6.3
2009-01-20 04:00:00,6.24
2009-01-20 04:10:00,6.13
2009-01-20 04:20:00,6.1
2009-01-20 04:30:00,6.06
2009-01-20 04:40:00,6.02
2009-01-20 04:50:00,5.95
2009-01-20 05:00:00,5.94
2009-01-20 05:10:00,5.95
2009-01-20 05:20:00,5.84
2009-01-20 05:30:00,5.72
2009-01-20 05:40:00,5.59
2009-01-20 05:50:00,5.47
2009-01-20 06:00:00,5.33
2009-01-20 06:10:00,5.26
2009-01-20 06:20:00,5.07
2009-01-20 06:30:00,4.89
2009-01-20 06:40:00,4.72
2009-01-20 06:50:00,4.71
2009-01-20 07:00:00,4.74
2009-01-20 07:10:00,4.73
2009-01-20 07:20:00,4.66
2009-01-20 07:30:00,4.7
2009-01-20 07:40:00,4.7
2009-01-20 07:50:00,4.65
2009-01-20 08:00:00,4.64
2009-01-20 08:10:00,4.62
2009-01-20 08:20:00,4.37
2009-01-20 08:30:00,3.96
2009-01-20 08:40:00,3.9
2009-01-20 08:50:00,3.84
2009-01-20 09:00:00,3.75
2009-01-20 09:10:00,3.67
2009-01-20 09:20:00,3.61
2009-01-20 09:30:00,3.59
2009-01-20 09:40:00,3.7
2009-01-20 09:50:00,4.0
2009-01-20 10:00:00,4.13
2009-01-20 10:10:00,4.01
2009-01-20 10:20:00,3.77
2009-01-20 10:30:00,3.92
2009-01-20 10:40:00,4.09
2009-01-20 10:50:00,4.08
2009-01-20 11:00:00,3.94
2009-01-20 11:10:00,4.05
2009-01-20 11:20:00,3.94
2009-01-20 11:30:00,3.86
2009-01-20 11:40:00,3.86
2009-01-20 11:50:00,3.88
2009-01-20 12:00:00,4.25
2009-01-20 12:10:00,4.49
2009-01-20 12:20:00,4.35
2009-01-20 12:30:00,4.35
2009-01-20 12:40:00,4.4
2009-01-20 12:50:00,4.62
2009-01-20 13:00:00,4.5
2009-01-20 13:10:00,4.33
2009-01-20 13:20:00,4.27
2009-01-20 13:30:00,4.23
2009-01-20 13:40:00,4.29
2009-01-20 13:50:00,4.38
2009-01-20 14:00:00,4.52
2009-01-20 14:10:00,4.52
2009-01-20 14:20:00,4.32
2009-01-20 14:30:00,4.26
2009-01-20 14:40:00,4.22
2009-01-20 14:50:00,4.21
2009-01-20 15:00:00,4.23
2009-01-20 15:10:00,4.17
2009-01-20 15:20:00,4.17
2009-01-20 15:30:00,4.13
2009-01-20 15:40:00,3.96
2009-01-20 15:50:00,3.7
2009-01-20 16:00:00,3.57
2009-01-20 16:10:00,3.5
2009-01-20 16:20:00,3.49
2009-01-20 16:30:00,3.35
2009-01-20 16:40:00,3.17
2009-01-20 16:50:00,3.01
2009-01-20 17:00:00,2.9
2009-01-20 17:10:00,2.7
2009-01-20 17:20:00,2.47
2009-01-20 17:30:00,2.47
2009-01-20 17:40:00,2.32
2009-01-20 17:50:00,1.91
2009-01-20 18:00:00,1.57
2009-01-20 18:10:00,1.4
2009-01-20 18:20:00,1.39
2009-01-20 18:30:00,1.38
2009-01-20 18:40:00,1.37
2009-01-20 18:50:00,1.07
2009-01-20 19:00:00,0.68
2009-01-20 19:10:00,0.39
2009-01-20 19:20:00,0.12
2009-01-20 19:30:00,0.03
2009-01-20 19:40:00,-0.2
2009-01-20 19:50:00,-0.32
2009-01-20 20:00:00,-0.45
2009-01-20 20:10:00,-0.46
2009-01-20 20:20:00,-0.6
2009-01-20 20:30:00,-0.86
2009-01-20 20:40:00,-0.92
2009-01-20 20:50:00,-0.91
2009-01-20 21:00:00,-0.83
2009-01-20 21:10:00,-0.85
2009-01-20 21:20:00,-1.07
2009-01-20 21:30:00,-1.36
2009-01-20 21:40:00,-1.61
2009-01-20 21:50:00,-1.54
2009-01-20 22:00:00,-1.71
2009-01-20 22:10:00,-1.92
2009-01-20 22:20:00,-2.13
2009-01-20 22:30:00,-2.28
2009-01-20 22:40:00,-2.54
2009-01-20 22:50:00,-2.67
2009-01-20 23:00:00,-2.66
2009-01-20 23:10:00,-2.77
2009-01-20 23:20:00,-2.69
2009-01-20 23:30:00,-2.57
2009-01-20 23:40:00,-2.55
2009-01-20 23:50:00,-2.82
2009-01-21 00:00:00,-2.96
2009-01-21 00:10:00,-3.06
2009-01-21 00:20:00,-3.09
2009-01-21 00:30:00,-2.93
2009-01-21 00:40:00,-3.0
2009-01-21 00:50:00,-2.9
2009-01-21 01:00:00,-2.91
2009-01-21 01:10:00,-2.9
2009-01-21 01:20:00,-2.96
2009-01-21 01:30:00,-2.94
2009-01-21 01:40:00,-2.98
2009-01-21 01:50:00,-3.05
2009-01-21 02:00:00,-3.13
2009-01-21 02:10:00,-3.11
2009-01-21 02:20:00,-3.21
2009-01-21 02:30:00,-3.3
2009-01-21 02:40:00,-3.37
2009-01-21 02:50:00,-3.31
2009-01-21 03:00:00,-3.19
2009-01-21 03:10:00,-3.0
2009-01-21 03:20:00,-3.03
2009-01-21 03:30:00,-2.89
2009-01-21 03:40:00,-2.71
2009-01-21 03:50:00,-2.59
2009-01-21 04:00:00,-2.43
2009-01-21 04:10:00,-2.37
2009-01-21 04:20:00,-2.3
2009-01-21 04:30:00,-2.4
2009-01-21 04:40:00,-2.57
2009-01-21 04:50:00,-2.75
2009-01-21 05:00:00,-2.76
2009-01-21 05:10:00,-2.94
2009-01-21 05:20:00,-3.01
2009-01-21 05:30:00,-3.08
2009-01-21 05:40:00,-3.06
2009-01-21 05:50:00,-2.79
2009-01-21 06:00:00,-2.75
2009-01-21 06:10:00,-2.62
2009-01-21 06:20:00,-2.8
2009-01-21 06:30:00,-2.92
2009-01-21 06:40:00,-2.95
2009-01-21 06:50:00,-3.2
2009-01-21 07:00:00,-3.24
2009-01-21 07:10:00,-3.15
2009-01-21 07:20:00,-3.1
2009-01-21 07:30:00,-3.1
2009-01-21 07:40:00,-3.02
2009-01-21 07:50:00,-2.92
2009-01-21 08:00:00,-2.9
2009-01-21 08:10:00,-2.69
2009-01-21 08:20:00,-2.45
2009-01-21 08:30:00,-2.41
2009-01-21 08:40:00,-2.37
2009-01-21 08:50:00,-2.25
2009-01-21 09:00:00,-2.06
2009-01-21 09:10:00,-1.98
2009-01-21 09:20:00,-2.18
2009-01-21 09:30:00,-2.25
2009-01-21 09:40:00,-2.28
2009-01-21 09:50:00,-2.19
2009-01-21 10:00:00,-2.0
2009-01-21 10:10:00,-1.63
2009-01-21 10:20:00,-1.5
2009-01-21 10:30:00,-1.44
2009-01-21 10:40:00,-1.41
2009-01-21 10:50:00,-1.56
2009-01-21 11:00:00,-1.39
2009-01-21 11:10:00,-1.16
2009-01-21 11:20:00,-0.94
2009-01-21 11:30:00,-0.57
2009-01-21 11:40:00,-0.45
2009-01-21 11:50:00,-0.37
2009-01-21 12:00:00,-0.25
2009-01-21 12:10:00,-0.06
2009-01-21 12:20:00,0.08
2009-01-21 12:30:00,0.16
2009-01-21 12:40:00,0.07
2009-01-21 12:50:00,0.21
2009-01-21 13:00:00,0.29
2009-01-21 13:10:00,0.44
2009-01-21 13:20:00,0.56
2009-01-21 13:30:00,0.86
2009-01-21 13:40:00,0.97
2009-01-21 13:50:00,0.91
2009-01-21 14:00:00,0.77
2009-01-21 14:10:00,0.74
2009-01-21 14:20:00,0.85
2009-01-21 14:30:00,0.89
2009-01-21 14:40:00,0.91
2009-01-21 14:50:00,1.19
2009-01-21 15:00:00,1.3
2009-01-21 15:10:00,1.25
2009-01-21 15:20:00,1.12
2009-01-21 15:30:00,1.09
2009-01-21 15:40:00,1.1
2009-01-21 15:50:00,0.81
2009-01-21 16:00:00,0.79
2009-01-21 16:10:00,0.89
2009-01-21 16:20:00,0.9
2009-01-21 16:30:00,0.95
2009-01-21 16:40:00,1.03
2009-01-21 16:50:00,0.96
2009-01-21 17:00:00,0.63
2009-01-21 17:10:00,0.49
2009-01-21 17:20:00,0.43
2009-01-21 17:30:00,0.44
2009-01-21 17:40:00,0.44
2009-01-21 17:50:00,0.26
2009-01-21 18:00:00,0.32
2009-01-21 18:10:00,0.31
2009-01-21 18:20:00,0.32
2009-01-21 18:30:00,0.13
2009-01-21 18:40:00,0.03
2009-01-21 18:50:00,-0.45
2009-01-21 19:00:00,-0.75
2009-01-21 19:10:00,-0.9
2009-01-21 19:20:00,-1.03
2009-01-21 19:30:00,-1.17
2009-01-21 19:40:00,-1.32
2009-01-21 19:50:00,-1.48
2009-01-21 20:00:00,-1.84
2009-01-21 20:10:00,-2.04
2009-01-21 20:20:00,-2.05
2009-01-21 20:30:00,-1.86
2009-01-21 20:40:00,-1.71
2009-01-21 20:50:00,-1.76
2009-01-21 21:00:00,-1.79
2009-01-21 21:10:00,-1.7
2009-01-21 21:20:00,-1.72
2009-01-21 21:30:00,-1.86
2009-01-21 21:40:00,-2.02
2009-01-21 21:50:00,-2.13
2009-01-21 22:00:00,-2.18
2009-01-21 22:10:00,-2.27
2009-01-21 22:20:00,-2.38
2009-01-21 22:30:00,-2.81
2009-01-21 22:40:00,-2.96
2009-01-21 22:50:00,-3.08
2009-01-21 23:00:00,-3.15
2009-01-21 23:10:00,-3.24
2009-01-21 23:20:00,-3.36
2009-01-21 23:30:00,-3.45
2009-01-21 23:40:00,-3.43
2009-01-21 23:50:00,-3.43
2009-01-22 00:00:00,-3.62
2009-01-22 00:10:00,-3.85
2009-01-22 00:20:00,-3.61
2009-01-22 00:30:00,-3.26
2009-01-22 00:40:00,-3.64
2009-01-22 00:50:00,-3.98
2009-01-22 01:00:00,-3.98
2009-01-22 01:10:00,-3.96
2009-01-22 01:20:00,-3.8
2009-01-22 01:30:00,-3.58
2009-01-22 01:40:00,-3.59
2009-01-22 01:50:00,-3.81
2009-01-22 02:00:00,-3.66
2009-01-22 02:10:00,-3.62
2009-01-22 02:20:00,-3.53
2009-01-22 02:30:00,-3.39
2009-01-22 02:40:00,-3.2
2009-01-22 02:50:00,-3.23
2009-01-22 03:00:00,-3.47
2009-01-22 03:10:00,-3.55
2009-01-22 03:20:00,-3.45
2009-01-22 03:30:00,-3.45
2009-01-22 03:40:00,-3.41
2009-01-22 03:50:00,-3.49
2009-01-22 04:00:00,-3.37
2009-01-22 04:10:00,-3.34
2009-01-22 04:20:00,-3.42
2009-01-22 04:30:00,-3.27
2009-01-22 04:40:00,-3.07
2009-01-22 04:50:00,-3.07
2009-01-22 05:00:00,-3.05
2009-01-22 05:10:00,-3.12
2009-01-22 05:20:00,-3.2
2009-01-22 05:30:00,-3.29
2009-01-22 05:40:00,-3.43
2009-01-22 05:50:00,-3.46
2009-01-22 06:00:00,-3.46
2009-01-22 06:10:00,-3.55
2009-01-22 06:20:00,-3.55
2009-01-22 06:30:00,-3.39
2009-01-22 06:40:00,-3.41
2009-01-22 06:50:00,-3.39
2009-01-22 07:00:00,-3.17
2009-01-22 07:10:00,-3.23
2009-01-22 07:20:00,-3.29
2009-01-22 07:30:00,-3.38
2009-01-22 07:40:00,-3.49
2009-01-22 07:50:00,-3.39
2009-01-22 08:00:00,-3.2
2009-01-22 08:10:00,-3.27
2009-01-22 08:20:00,-3.36
2009-01-22 08:30:00,-3.24
2009-01-22 08:40:00,-3.19
2009-01-22 08:50:00,-3.23
2009-01-22 09:00:00,-3.07
2009-01-22 09:10:00,-2.76
2009-01-22 09:20:00,-2.57
2009-01-22 09:30:00,-2.67
2009-01-22 09:40:00,-2.56
2009-01-22 09:50:00,-2.46
2009-01-22 10:00:00,-2.01
2009-01-22 10:10:00,-1.45
2009-01-22 10:20:00,-1.11
2009-01-22 10:30:00,-0.76
2009-01-22 10:40:00,-0.31
2009-01-22 10:50:00,-0.11
2009-01-22 11:00:00,-0.09
2009-01-22 11:10:00,0.02
2009-01-22 11:20:00,0.41
2009-01-22 11:30:00,1.04
2009-01-22 11:40:00,1.61
2009-01-22 11:50:00,1.93
2009-01-22 12:00:00,2.0
2009-01-22 12:10:00,1.87
2009-01-22 12:20:00,1.75
2009-01-22 12:30:00,1.65
2009-01-22 12:40:00,1.96
2009-01-22 12:50:00,2.1
2009-01-22 13:00:00,2.5
2009-01-22 13:10:00,2.63
2009-01-22 13:20:00,2.46
2009-01-22 13:30:00,2.42
2009-01-22 13:40:00,2.42
2009-01-22 13:50:00,2.51
2009-01-22 14:00:00,2.63
2009-01-22 14:10:00,2.59
2009-01-22 14:20:00,2.74
2009-01-22 14:30:00,2.61
2009-01-22 14:40:00,2.51
2009-01-22 14:50:00,2.94
2009-01-22 15:00:00,3.05
2009-01-22 15:10:00,2.83
2009-01-22 15:20:00,2.57
2009-01-22 15:30:00,2.4
2009-01-22 15:40:00,2.51
2009-01-22 15:50:00,2.45
2009-01-22 16:00:00,2.42
2009-01-22 16:10:00,2.32
2009-01-22 16:20:00,1.98
2009-01-22 16:30:00,1.48
2009-01-22 16:40:00,1.17
2009-01-22 16:50:00,1.14
2009-01-22 17:00:00,1.1
2009-01-22 17:10:00,0.97
2009-01-22 17:20:00,0.85
2009-01-22 17:30:00,0.64
2009-01-22 17:40:00,0.48
2009-01-22 17:50:00,0.35
2009-01-22 18:00:00,0.24
2009-01-22 18:10:00,0.13
2009-01-22 18:20:00,-0.06
2009-01-22 18:30:00,-0.31
2009-01-22 18:40:00,-0.54
2009-01-22 18:50:00,-0.69
2009-01-22 19:00:00,-0.88
2009-01-22 19:10:00,-1.0
2009-01-22 19:20:00,-1.12
2009-01-22 19:30:00,-1.11
2009-01-22 19:40:00,-1.11
2009-01-22 19:50:00,-1.08
2009-01-22 20:00:00,-0.97
2009-01-22 20:10:00,-0.94
2009-01-22 20:20:00,-1.07
2009-01-22 20:30:00,-1.08
2009-01-22 20:40:00,-1.12
2009-01-22 20:50:00,-1.09
2009-01-22 21:00:00,-1.11
2009-01-22 21:10:00,-1.23
2009-01-22 21:20:00,-1.29
2009-01-22 21:30:00,-1.3
2009-01-22 21:40:00,-1.31
2009-01-22 21:50:00,-1.33
2009-01-22 22:00:00,-1.38
2009-01-22 22:10:00,-1.36
2009-01-22 22:20:00,-1.31
